search_label,property_type,price,deposit,monthly_rent,address,floor,size,description,link,photo
부산시 오피스텔,오피스텔,"월세 1,000/135","1,000만원",135만원,문현동 IFC부산,고층,79.27m2,"당일확인, 최저가 비아이시티 포룸전타입 보유",https://www.peterpanz.com/house/19215623,https://img.peterpanz.com/photo/20230419/14116755/643f8bed41ba4_thumb.jpg
부산시 오피스텔,오피스텔,"월세 3,000/50","3,000만원",50만원,양정동 광진,중층,86.46m2,방 2개 거실 1개 3룸!!보증금조절 가능한 가성비 꿀매물,https://www.peterpanz.com/house/19298083,https://img.peterpanz.com/photo/20250530/17614704/68394dba7229b_thumb.jpg
부산시 오피스텔,오피스텔,"월세 3,000/130","3,000만원",130만원,문현동 IFC부산,고층,79.27m2,"고층뷰,방3,거실,화2,부가세별도,넓은집,초역세권",https://www.peterpanz.com/house/19275649,https://img.peterpanz.com/photo/20250930/18186594/68dbd16abd7e5_thumb.jpg
부산시 오피스텔,오피스텔,"월세 3,000/130","3,000만원",130만원,문현동 국제금융센터퀸즈W,저층,83.52m2,풀옵션 방3 욕실2 에어컨4 건조기 세탁기 냉장고 등 전입불가,https://www.peterpanz.com/house/19287704,https://img.peterpanz.com/photo/20241220/16611293/6764f385edfb6_thumb.jpg
부산시 오피스텔,오피스텔,"월세 2,000/130","2,000만원",130만원,문현동 IFC부산,고층,79.27m2,피터팬1등부동산포룸 단독실매물100%소장직접안내,https://www.peterpanz.com/house/19251245,https://img.peterpanz.com/photo/20260203/18828725/6981638d9ab02_thumb.jpg
부산시 오피스텔,오피스텔,"월세 3,000/130","3,000만원",130만원,문현동 국제금융센터퀸즈W,저층,83.52m2,사업자가능 . 방3화2거실1 . 드레스룸 . 건조기,https://www.peterpanz.com/house/19299622,https://img.peterpanz.com/photo/20240202/15112055/65bca2552c49e_thumb.jpg
부산시 오피스텔,오피스텔,"월세 1,500/123","1,500만원",123만원,남천동 폴스테이,7층,77.10m2,선착순여성강추 가성비화이트톤초역세권보증금 조절가능!,https://www.peterpanz.com/house/19176943,https://img.peterpanz.com/photo/20240907/16008433/66dc62ed6a489_thumb.jpg
부산시 오피스텔,오피스텔,월세 200/100,200만원,100만원,부전동 서면TK골드뷰,4층,68.99m2,쓰리룸 단기 기본옵션 완비,https://www.peterpanz.com/house/19248745,https://img.peterpanz.com/photo/20251028/18325007/69008161e6cf0_thumb.jpg
부산시 오피스텔,오피스텔,"월세 2,000/140","2,000만원",140만원,문현동 IFC부산,45층,79.27m2,비아이시티 풀옵션 포룸 인기좋은방!,https://www.peterpanz.com/house/19218881,https://img.peterpanz.com/photo/20260125/18785158/697593afe7bba_thumb.jpg
부산시 오피스텔,오피스텔,"월세 1,500/125","1,500만원",125만원,남천동 폴스테이,16층,77.16m2,남천역 드디어나왔다 대로변포룸 선착순1명 찐강추,https://www.peterpanz.com/house/19180868,https://img.peterpanz.com/photo/20260119/18755535/696df75503acf_thumb.jpg
부산시 오피스텔,오피스텔,"월세 3,000/150","3,000만원",150만원,망미동 힐스테이트센텀더퍼스트,중층,84.99m2,"84A 가장착한, 첫입주실물이 더이쁜 수영강조망, 햇살좋은남동향 전입0",https://www.peterpanz.com/house/19181347,https://img.peterpanz.com/photo/20260318/19047383/69ba40f49280a_thumb.jpg
부산시 오피스텔,오피스텔,"월세 3,000/130","3,000만원",130만원,남천동 리부스남천,고층,84.95m2,"84, 남천역 초 역세권 방3,욕2 귀한 월세",https://www.peterpanz.com/house/19285344,https://img.peterpanz.com/photo/20260320/19058301/69bd047bc137e_thumb.jpg
부산시 오피스텔,오피스텔,"월세 2,000/140","2,000만원",140만원,초량동 롯데캐슬드메르(생활숙박시설),고층,90.94m2,"롯데캐슬드메르 포룸첫입주 최저가 확보, 최고급커뮤니티",https://www.peterpanz.com/house/19272454,https://img.peterpanz.com/photo/20260210/18868288/698abf4e7bc6a_thumb.jpg
인천시 오피스텔,오피스텔,월세 250/120,250만원,120만원,신흥동1가 대동캐슬,11층,81.60m2,인천 중구이마트+신포역 도보5분즉시입주가능단기+장기가능옵션선택가능,https://www.peterpanz.com/house/19249725,https://img.peterpanz.com/photo/20260427/19249725/69eed9be5f6ca_thumb.jpg
인천시 오피스텔,오피스텔,단기 100/85,,,부평동 오티아빌,3층,68.07m2,즉시입주 1개월부터 단기월세 쓰리룸 반려동물가능 기간협의,https://www.peterpanz.com/house/19181142,https://img.peterpanz.com/photo/20260413/19181142/69dc80478d845_thumb.jpg
인천시 오피스텔,오피스텔,"월세 3,000/80","3,000만원",80만원,목감동 목감의아침,6층,75.53m2,시흥 쓰리룸 오피스텔 신축급 직거래 내놓습니다.,https://www.peterpanz.com/house/19294472,https://img.peterpanz.com/photo/20260506/19294472/69faf5c7b4059_thumb.jpg
인천시 오피스텔,오피스텔,단기 50/70,,,부평동 월드S클래스,2층,68.92m2,부평시장역 도보1분+단기 쓰리룸+즉시입주가능,https://www.peterpanz.com/house/19265122,https://img.peterpanz.com/photo/20260430/19265122/69f2ae311078b_thumb.jpg
인천시 오피스텔,오피스텔,단기 200/150,,,부평동 M-타워7,8층,82.02m2,즉시입주 컨디션 최상 1개월부터 단기월세 쓰리룸 반려동물가능 기간협의,https://www.peterpanz.com/house/19219500,https://img.peterpanz.com/photo/20260421/19219500/69e6e1dbb815f_thumb.jpg
인천시 오피스텔,오피스텔,월세 50/90,50만원,90만원,가좌동 하이월드,저층,68.70m2,ꔪꔪ 모델하우스 ꔪꔪ 지금 당장 보러오세요 ꔪꔪ 신축매물최다보유,https://www.peterpanz.com/house/19205360,https://img.peterpanz.com/photo/20260417/19205360/69e1d9f1c73a7_thumb.jpg
인천시 오피스텔,오피스텔,"월세 3,000/130","3,000만원",130만원,도화동 주안역미추홀더리브,21층,83.85m2,역세권. 도화ic인근. 교통요충지,https://www.peterpanz.com/house/19228513,https://img.peterpanz.com/photo/20260422/19228513/4aaabede3f541469b699d0eb0da2e059_thumb.jpg
인천시 오피스텔,오피스텔,월세 200/135,200만원,135만원,신흥동2가 누벨르시티,6층,74.14m2,신흥동 신축급 쓰리룸,https://www.peterpanz.com/house/19127091,https://img.peterpanz.com/photo/20260403/19127091/69cf2a0f910e2_thumb.jpg
인천시 오피스텔,오피스텔,단기 100/75,,,간석동 어반카운티,8층,66.74m2,즉시입주 가능 방세개 화장실2개 1개월부터 단기월세 반려동물가능,https://www.peterpanz.com/house/19180885,https://img.peterpanz.com/photo/20260413/19180885/69dc7a91786d6_thumb.jpg
인천시 오피스텔,오피스텔,단기 100/90,,,부개동 주영팰리스Ⅱ,6층,72.66m2,즉시입주가능 쓰리룸 단기월세1개월부터 반려동물가능 기간협의,https://www.peterpanz.com/house/19184332,https://img.peterpanz.com/photo/20260414/19184332/69dd945b4f813_thumb.jpg
인천시 오피스텔,오피스텔,월세 220/110,220만원,110만원,신흥동1가 터닝팰리스(민간임대),고층,77.62m2,신축 방3화2 시스템에어컨2대. 빨리 계약 될 집,https://www.peterpanz.com/house/19228964,https://img.peterpanz.com/photo/20260423/19228964/0d9024df68a6a55c0244ef642807121f_thumb.jpg
인천시 오피스텔,오피스텔,단기 100/80,,,숭의동 해피드림(148-20),8층,80.52m2,즉시입주가능 방세개 화장실두개 단기월세 1개월부터 반려동물가능,https://www.peterpanz.com/house/19231419,https://img.peterpanz.com/photo/20260423/19231419/69e99bf9690d0_thumb.jpg
인천시 오피스텔,오피스텔,월세 70/80,70만원,80만원,범박동 안팰리스Ⅱ,1층,69.12m2,00무보증월세00전입가능00반려동물가능00즉시입주가능,https://www.peterpanz.com/house/19298429,https://img.peterpanz.com/photo/20250325/17205399/67e27834d121c_thumb.jpg
인천시 오피스텔,오피스텔,"월세 3,000/70","3,000만원",70만원,주안동 아르누보,고층,69.20m2,시민공원역 8분거리,https://www.peterpanz.com/house/19176265,https://img.peterpanz.com/photo/20260412/19176265/d9aef86746f0a1e80123981cafef62b5_thumb.jpg
인천시 오피스텔,오피스텔,월세 200/110,200만원,110만원,용현동 용현휴안스카이에비뉴,고층,78.67m2,ꕥ인하대역인근ꕥ 지금 놓치면 기회 없음 ꕥ 매물최다보유,https://www.peterpanz.com/house/18993439,https://img.peterpanz.com/photo/20240403/15349917/660cd8013a373_thumb.jpg
인천시 오피스텔,오피스텔,월세 250/120,250만원,120만원,신흥동1가 대동캐슬,11층,81.60m2,"신포역,이마트5분아파트형오피스텔넓고깨끗한내부쓰리룸단기임대장기문의",https://www.peterpanz.com/house/19283949,https://img.peterpanz.com/photo/20260427/19249616/69eed756b98a8_thumb.jpg
인천시 오피스텔,오피스텔,단기 100/80,,,주안동 탑스퀘어2차,5층,82.83m2,즉시입주가능 1개월부터 반려동물가능 단기월세 기간협의,https://www.peterpanz.com/house/19154376,https://img.peterpanz.com/photo/20260408/19154376/69d5c1b54baa5_thumb.jpg
인천시 오피스텔,오피스텔,월세 200/85,200만원,85만원,십정동 DH씨밀레,저층,70.52m2,ꤠ 동암No.1 ꤠ 초희귀 포룸 ꤠ 신축급 인테리어로 맘을 뺏김 ꤠ,https://www.peterpanz.com/house/18989900,https://img.peterpanz.com/photo/20251017/18264492/68f1baf9d3b55_thumb.jpg
인천시 오피스텔,오피스텔,월세 280/130,280만원,130만원,부평동 스카이씨티,12층,84.68m2,24년 첫 입주오피스텔 쓰리룸. 풀옵션. 스카이뷰. 주차100%,https://www.peterpanz.com/house/19218087,https://img.peterpanz.com/photo/20250907/18058173/68bd0004efcd8_thumb.jpg
인천시 오피스텔,오피스텔,단기 100/100,,,부평동 퀸스타운,3층,68.51m2,즉시입주가능 쓰리룸 화장실두개 컨디션최상 반려동물가능,https://www.peterpanz.com/house/19187357,https://img.peterpanz.com/photo/20260414/19187357/69ddd4c994b8c_thumb.jpg
인천시 오피스텔,오피스텔,단기 0/70,,,숭의동 다온시티,6층,69.17m2,즉시 입주 가능한 깔끔한 매물입니다.,https://www.peterpanz.com/house/19292626,https://img.peterpanz.com/photo/20260506/19292626/69fad2a735262_thumb.jpg
인천시 오피스텔,오피스텔,단기 100/75,,,숭의동 해담아트빌,2층,75.54m2,즉시입주가능 쓰리룸 화2 단기월세1개월부터 반려동물가능,https://www.peterpanz.com/house/19247823,https://img.peterpanz.com/photo/20260427/19247823/69eebc3e28c9d_thumb.jpg
인천시 오피스텔,오피스텔,월세 100/75,100만원,75만원,주안동 미진앤파크Ⅰ,중층,73.02m2,ꔚ주안역 인근 ꔚ초역세권 학세권 집상태최상 쓰리룸ꔚ,https://www.peterpanz.com/house/19026463,https://img.peterpanz.com/photo/20240522/15532656/664d91c3cef97_thumb.jpg
인천시 오피스텔,오피스텔,단기 100/75,,,간석동 대준블루인,10층,77.52m2,간석동 신축급 23평 쓰리룸+즉시입주가능+상세설명필독,https://www.peterpanz.com/house/19240455,https://img.peterpanz.com/photo/20260424/19240455/69eb339b92f95_thumb.jpg
인천시 오피스텔,오피스텔,월세 50/90,50만원,90만원,가좌동 하이월드,고층,68.70m2,신축.방3화2. 보증금 없는 월세 선납,https://www.peterpanz.com/house/19200741,https://img.peterpanz.com/photo/20260416/19200741/f3f6df3ae0fae8a02b2168a2c9a8bf1c_thumb.jpg
인천시 오피스텔,오피스텔,월세 200/120,200만원,120만원,용현동 용현휴안스카이에비뉴,19층,74.78m2,One of Best 최상급 쓰리룸 오피스텔 1티어 매물,https://www.peterpanz.com/house/19153346,https://img.peterpanz.com/photo/20250724/17852540/68819ce707837_thumb.jpg
인천시 오피스텔,오피스텔,"월세 3,000/120","3,000만원",120만원,주안동 더로프트,저층,83.31m2,"주안역신축주안역신 더로프트3차 반전세 , 월세",https://www.peterpanz.com/house/19156323,https://img.peterpanz.com/photo/20250707/17792370/686b32d05c6d3_thumb.jpg
인천시 오피스텔,오피스텔,월세 100/70,100만원,70만원,간석동 늘푸른파크,8층,69.19m2,"간석동 강추 방3화2 매물 간석역 인접 단기,전입OK",https://www.peterpanz.com/house/19292205,https://img.peterpanz.com/photo/20260506/19292205/69fac95739650_thumb.jpg
